specimen_id,catalog_number,kb_taxon_id,dataset_genus,dataset_species,trait_id,expected_views,available_views,usable_image_paths,used_in_key_rules,visibility_status,review_recommendation,notes
casent0766199,casent0766199,crematogaster,Crematogaster,crinosa,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/crematogaster_crinosa/casent0766199_h.jpg,true,ready_for_image_review,inspect_head,
casent0766199,casent0766199,crematogaster,Crematogaster,crinosa,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/crematogaster_crinosa/casent0766199_p.jpg,true,ready_for_image_review,inspect_profile,
casent0766199,casent0766199,crematogaster,Crematogaster,crinosa,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/crematogaster_crinosa/casent0766199_h.jpg,true,ready_for_image_review,inspect_head,
casent0766199,casent0766199,crematogaster,Crematogaster,crinosa,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/crematogaster_crinosa/casent0766199_h.jpg,true,ready_for_image_review,inspect_head,
casent0766199,casent0766199,crematogaster,Crematogaster,crinosa,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/crematogaster_crinosa/casent0766199_p.jpg; dorsal:data/raw/images/crematogaster_crinosa/casent0766199_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0766199,casent0766199,crematogaster,Crematogaster,crinosa,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/crematogaster_crinosa/casent0766199_h.jpg,true,ready_for_image_review,inspect_head,
casent0141548,casent0141548,crematogaster,Crematogaster,ranavalonae,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/crematogaster_ranavalonae/casent0141548_d.jpg; profile:data/raw/images/crematogaster_ranavalonae/casent0141548_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0141548,casent0141548,crematogaster,Crematogaster,ranavalonae,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/crematogaster_ranavalonae/casent0141548_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0141548,casent0141548,crematogaster,Crematogaster,ranavalonae,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/crematogaster_ranavalonae/casent0141548_p.jpg,true,ready_for_image_review,inspect_profile,
casent0141548,casent0141548,crematogaster,Crematogaster,ranavalonae,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/crematogaster_ranavalonae/casent0141548_h.jpg,true,ready_for_image_review,inspect_head,
casent0141548,casent0141548,crematogaster,Crematogaster,ranavalonae,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/crematogaster_ranavalonae/casent0141548_h.jpg; profile:data/raw/images/crematogaster_ranavalonae/casent0141548_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0141548,casent0141548,crematogaster,Crematogaster,ranavalonae,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/crematogaster_ranavalonae/casent0141548_h.jpg,true,ready_for_image_review,inspect_head,
casent0141548,casent0141548,crematogaster,Crematogaster,ranavalonae,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/crematogaster_ranavalonae/casent0141548_p.jpg,true,ready_for_image_review,inspect_profile,
casent0141548,casent0141548,crematogaster,Crematogaster,ranavalonae,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/crematogaster_ranavalonae/casent0141548_h.jpg,true,ready_for_image_review,inspect_head,
casent0141548,casent0141548,crematogaster,Crematogaster,ranavalonae,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/crematogaster_ranavalonae/casent0141548_h.jpg,true,ready_for_image_review,inspect_head,
casent0141548,casent0141548,crematogaster,Crematogaster,ranavalonae,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/crematogaster_ranavalonae/casent0141548_p.jpg; dorsal:data/raw/images/crematogaster_ranavalonae/casent0141548_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0141548,casent0141548,crematogaster,Crematogaster,ranavalonae,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/crematogaster_ranavalonae/casent0141548_h.jpg,true,ready_for_image_review,inspect_head,
casent0912738,casent0912738,crematogaster,Crematogaster,stadelmanni,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/crematogaster_stadelmanni/casent0912738_d.jpg; profile:data/raw/images/crematogaster_stadelmanni/casent0912738_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0912738,casent0912738,crematogaster,Crematogaster,stadelmanni,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/crematogaster_stadelmanni/casent0912738_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0912738,casent0912738,crematogaster,Crematogaster,stadelmanni,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/crematogaster_stadelmanni/casent0912738_p.jpg,true,ready_for_image_review,inspect_profile,
casent0912738,casent0912738,crematogaster,Crematogaster,stadelmanni,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/crematogaster_stadelmanni/casent0912738_h.jpg,true,ready_for_image_review,inspect_head,
casent0912738,casent0912738,crematogaster,Crematogaster,stadelmanni,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/crematogaster_stadelmanni/casent0912738_h.jpg; profile:data/raw/images/crematogaster_stadelmanni/casent0912738_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0912738,casent0912738,crematogaster,Crematogaster,stadelmanni,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/crematogaster_stadelmanni/casent0912738_h.jpg,true,ready_for_image_review,inspect_head,
casent0912738,casent0912738,crematogaster,Crematogaster,stadelmanni,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/crematogaster_stadelmanni/casent0912738_p.jpg,true,ready_for_image_review,inspect_profile,
casent0912738,casent0912738,crematogaster,Crematogaster,stadelmanni,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/crematogaster_stadelmanni/casent0912738_h.jpg,true,ready_for_image_review,inspect_head,
casent0912738,casent0912738,crematogaster,Crematogaster,stadelmanni,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/crematogaster_stadelmanni/casent0912738_h.jpg,true,ready_for_image_review,inspect_head,
casent0912738,casent0912738,crematogaster,Crematogaster,stadelmanni,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/crematogaster_stadelmanni/casent0912738_p.jpg; dorsal:data/raw/images/crematogaster_stadelmanni/casent0912738_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0912738,casent0912738,crematogaster,Crematogaster,stadelmanni,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/crematogaster_stadelmanni/casent0912738_h.jpg,true,ready_for_image_review,inspect_head,
casent0912675,casent0912675,crematogaster,Crematogaster,gerstaeckeri,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/crematogaster_gerstaeckeri/casent0912675_d.jpg; profile:data/raw/images/crematogaster_gerstaeckeri/casent0912675_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0912675,casent0912675,crematogaster,Crematogaster,gerstaeckeri,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/crematogaster_gerstaeckeri/casent0912675_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0912675,casent0912675,crematogaster,Crematogaster,gerstaeckeri,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/crematogaster_gerstaeckeri/casent0912675_p.jpg,true,ready_for_image_review,inspect_profile,
casent0912675,casent0912675,crematogaster,Crematogaster,gerstaeckeri,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/crematogaster_gerstaeckeri/casent0912675_h.jpg,true,ready_for_image_review,inspect_head,
casent0912675,casent0912675,crematogaster,Crematogaster,gerstaeckeri,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/crematogaster_gerstaeckeri/casent0912675_h.jpg; profile:data/raw/images/crematogaster_gerstaeckeri/casent0912675_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0912675,casent0912675,crematogaster,Crematogaster,gerstaeckeri,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/crematogaster_gerstaeckeri/casent0912675_h.jpg,true,ready_for_image_review,inspect_head,
casent0912675,casent0912675,crematogaster,Crematogaster,gerstaeckeri,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/crematogaster_gerstaeckeri/casent0912675_p.jpg,true,ready_for_image_review,inspect_profile,
casent0912675,casent0912675,crematogaster,Crematogaster,gerstaeckeri,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/crematogaster_gerstaeckeri/casent0912675_h.jpg,true,ready_for_image_review,inspect_head,
casent0912675,casent0912675,crematogaster,Crematogaster,gerstaeckeri,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/crematogaster_gerstaeckeri/casent0912675_h.jpg,true,ready_for_image_review,inspect_head,
casent0912675,casent0912675,crematogaster,Crematogaster,gerstaeckeri,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/crematogaster_gerstaeckeri/casent0912675_p.jpg; dorsal:data/raw/images/crematogaster_gerstaeckeri/casent0912675_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0912675,casent0912675,crematogaster,Crematogaster,gerstaeckeri,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/crematogaster_gerstaeckeri/casent0912675_h.jpg,true,ready_for_image_review,inspect_head,
casent0106291,casent0106291,solenopsis,Solenopsis,fugax,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/solenopsis_fugax/casent0106291_d.jpg; profile:data/raw/images/solenopsis_fugax/casent0106291_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0106291,casent0106291,solenopsis,Solenopsis,fugax,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/solenopsis_fugax/casent0106291_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0106291,casent0106291,solenopsis,Solenopsis,fugax,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/solenopsis_fugax/casent0106291_p.jpg,true,ready_for_image_review,inspect_profile,
casent0106291,casent0106291,solenopsis,Solenopsis,fugax,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/solenopsis_fugax/casent0106291_h.jpg,true,ready_for_image_review,inspect_head,
casent0106291,casent0106291,solenopsis,Solenopsis,fugax,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/solenopsis_fugax/casent0106291_h.jpg; profile:data/raw/images/solenopsis_fugax/casent0106291_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0106291,casent0106291,solenopsis,Solenopsis,fugax,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/solenopsis_fugax/casent0106291_h.jpg,true,ready_for_image_review,inspect_head,
casent0106291,casent0106291,solenopsis,Solenopsis,fugax,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/solenopsis_fugax/casent0106291_p.jpg,true,ready_for_image_review,inspect_profile,
casent0106291,casent0106291,solenopsis,Solenopsis,fugax,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/solenopsis_fugax/casent0106291_h.jpg,true,ready_for_image_review,inspect_head,
casent0106291,casent0106291,solenopsis,Solenopsis,fugax,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/solenopsis_fugax/casent0106291_h.jpg,true,ready_for_image_review,inspect_head,
casent0106291,casent0106291,solenopsis,Solenopsis,fugax,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/solenopsis_fugax/casent0106291_p.jpg; dorsal:data/raw/images/solenopsis_fugax/casent0106291_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0106291,casent0106291,solenopsis,Solenopsis,fugax,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/solenopsis_fugax/casent0106291_h.jpg,true,ready_for_image_review,inspect_head,
casent0104522,casent0104522,solenopsis,Solenopsis,geminata,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/solenopsis_geminata/casent0104522_d.jpg; profile:data/raw/images/solenopsis_geminata/casent0104522_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0104522,casent0104522,solenopsis,Solenopsis,geminata,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/solenopsis_geminata/casent0104522_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0104522,casent0104522,solenopsis,Solenopsis,geminata,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/solenopsis_geminata/casent0104522_p.jpg,true,ready_for_image_review,inspect_profile,
casent0104522,casent0104522,solenopsis,Solenopsis,geminata,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0104522_h.jpg,true,ready_for_image_review,inspect_head,
casent0104522,casent0104522,solenopsis,Solenopsis,geminata,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0104522_h.jpg; profile:data/raw/images/solenopsis_geminata/casent0104522_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0104522,casent0104522,solenopsis,Solenopsis,geminata,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0104522_h.jpg,true,ready_for_image_review,inspect_head,
casent0104522,casent0104522,solenopsis,Solenopsis,geminata,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/solenopsis_geminata/casent0104522_p.jpg,true,ready_for_image_review,inspect_profile,
casent0104522,casent0104522,solenopsis,Solenopsis,geminata,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0104522_h.jpg,true,ready_for_image_review,inspect_head,
casent0104522,casent0104522,solenopsis,Solenopsis,geminata,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0104522_h.jpg,true,ready_for_image_review,inspect_head,
casent0104522,casent0104522,solenopsis,Solenopsis,geminata,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/solenopsis_geminata/casent0104522_p.jpg; dorsal:data/raw/images/solenopsis_geminata/casent0104522_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0104522,casent0104522,solenopsis,Solenopsis,geminata,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0104522_h.jpg,true,ready_for_image_review,inspect_head,
casent0173278,casent0173278,solenopsis,Solenopsis,geminata,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/solenopsis_geminata/casent0173278_d.jpg; profile:data/raw/images/solenopsis_geminata/casent0173278_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0173278,casent0173278,solenopsis,Solenopsis,geminata,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/solenopsis_geminata/casent0173278_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0173278,casent0173278,solenopsis,Solenopsis,geminata,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/solenopsis_geminata/casent0173278_p.jpg,true,ready_for_image_review,inspect_profile,
casent0173278,casent0173278,solenopsis,Solenopsis,geminata,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0173278_h.jpg,true,ready_for_image_review,inspect_head,
casent0173278,casent0173278,solenopsis,Solenopsis,geminata,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0173278_h.jpg; profile:data/raw/images/solenopsis_geminata/casent0173278_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0173278,casent0173278,solenopsis,Solenopsis,geminata,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0173278_h.jpg,true,ready_for_image_review,inspect_head,
casent0173278,casent0173278,solenopsis,Solenopsis,geminata,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/solenopsis_geminata/casent0173278_p.jpg,true,ready_for_image_review,inspect_profile,
casent0173278,casent0173278,solenopsis,Solenopsis,geminata,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0173278_h.jpg,true,ready_for_image_review,inspect_head,
casent0173278,casent0173278,solenopsis,Solenopsis,geminata,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0173278_h.jpg,true,ready_for_image_review,inspect_head,
casent0173278,casent0173278,solenopsis,Solenopsis,geminata,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/solenopsis_geminata/casent0173278_p.jpg; dorsal:data/raw/images/solenopsis_geminata/casent0173278_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0173278,casent0173278,solenopsis,Solenopsis,geminata,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0173278_h.jpg,true,ready_for_image_review,inspect_head,
casent0171029,casent0171029,solenopsis,Solenopsis,geminata,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/solenopsis_geminata/casent0171029_d.jpg; profile:data/raw/images/solenopsis_geminata/casent0171029_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0171029,casent0171029,solenopsis,Solenopsis,geminata,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/solenopsis_geminata/casent0171029_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0171029,casent0171029,solenopsis,Solenopsis,geminata,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/solenopsis_geminata/casent0171029_p.jpg,true,ready_for_image_review,inspect_profile,
casent0171029,casent0171029,solenopsis,Solenopsis,geminata,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0171029_h.jpg,true,ready_for_image_review,inspect_head,
casent0171029,casent0171029,solenopsis,Solenopsis,geminata,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0171029_h.jpg; profile:data/raw/images/solenopsis_geminata/casent0171029_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0171029,casent0171029,solenopsis,Solenopsis,geminata,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0171029_h.jpg,true,ready_for_image_review,inspect_head,
casent0171029,casent0171029,solenopsis,Solenopsis,geminata,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/solenopsis_geminata/casent0171029_p.jpg,true,ready_for_image_review,inspect_profile,
casent0171029,casent0171029,solenopsis,Solenopsis,geminata,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0171029_h.jpg,true,ready_for_image_review,inspect_head,
casent0171029,casent0171029,solenopsis,Solenopsis,geminata,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0171029_h.jpg,true,ready_for_image_review,inspect_head,
casent0171029,casent0171029,solenopsis,Solenopsis,geminata,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/solenopsis_geminata/casent0171029_p.jpg; dorsal:data/raw/images/solenopsis_geminata/casent0171029_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0171029,casent0171029,solenopsis,Solenopsis,geminata,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/solenopsis_geminata/casent0171029_h.jpg,true,ready_for_image_review,inspect_head,
casent0913603,casent0913603,solenopsis,Solenopsis,fugax,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/solenopsis_fugax/casent0913603_d.jpg; profile:data/raw/images/solenopsis_fugax/casent0913603_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0913603,casent0913603,solenopsis,Solenopsis,fugax,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/solenopsis_fugax/casent0913603_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0913603,casent0913603,solenopsis,Solenopsis,fugax,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/solenopsis_fugax/casent0913603_p.jpg,true,ready_for_image_review,inspect_profile,
casent0913603,casent0913603,solenopsis,Solenopsis,fugax,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/solenopsis_fugax/casent0913603_h.jpg,true,ready_for_image_review,inspect_head,
casent0913603,casent0913603,solenopsis,Solenopsis,fugax,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/solenopsis_fugax/casent0913603_h.jpg; profile:data/raw/images/solenopsis_fugax/casent0913603_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0913603,casent0913603,solenopsis,Solenopsis,fugax,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/solenopsis_fugax/casent0913603_h.jpg,true,ready_for_image_review,inspect_head,
casent0913603,casent0913603,solenopsis,Solenopsis,fugax,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/solenopsis_fugax/casent0913603_p.jpg,true,ready_for_image_review,inspect_profile,
casent0913603,casent0913603,solenopsis,Solenopsis,fugax,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/solenopsis_fugax/casent0913603_h.jpg,true,ready_for_image_review,inspect_head,
casent0913603,casent0913603,solenopsis,Solenopsis,fugax,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/solenopsis_fugax/casent0913603_h.jpg,true,ready_for_image_review,inspect_head,
casent0913603,casent0913603,solenopsis,Solenopsis,fugax,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/solenopsis_fugax/casent0913603_p.jpg; dorsal:data/raw/images/solenopsis_fugax/casent0913603_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0913603,casent0913603,solenopsis,Solenopsis,fugax,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/solenopsis_fugax/casent0913603_h.jpg,true,ready_for_image_review,inspect_head,
casent0158880,casent0158880,strumigenys,Strumigenys,rogeri,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/strumigenys_rogeri/casent0158880_d.jpg; profile:data/raw/images/strumigenys_rogeri/casent0158880_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0158880,casent0158880,strumigenys,Strumigenys,rogeri,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/strumigenys_rogeri/casent0158880_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0158880,casent0158880,strumigenys,Strumigenys,rogeri,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/strumigenys_rogeri/casent0158880_p.jpg,true,ready_for_image_review,inspect_profile,
casent0158880,casent0158880,strumigenys,Strumigenys,rogeri,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/strumigenys_rogeri/casent0158880_h.jpg,true,ready_for_image_review,inspect_head,
casent0158880,casent0158880,strumigenys,Strumigenys,rogeri,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/strumigenys_rogeri/casent0158880_h.jpg; profile:data/raw/images/strumigenys_rogeri/casent0158880_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0158880,casent0158880,strumigenys,Strumigenys,rogeri,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/strumigenys_rogeri/casent0158880_h.jpg,true,ready_for_image_review,inspect_head,
casent0158880,casent0158880,strumigenys,Strumigenys,rogeri,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/strumigenys_rogeri/casent0158880_p.jpg,true,ready_for_image_review,inspect_profile,
